venta_id,fecha_venta,tienda,categoria,producto,cantidad,precio_unitario,monto_total,metodo_pago
V001585,2025-04-12,Miraflores,HOGAR ,Lampara LED,5,165.69,828.45,Transferencia
V000338,2025-04-23,Lima Centro,Juguetes,Set de bloques,2,438.22,876.44,Tarjeta
V001894,2025-05-19,Miraflores,juguetes,Set de bloques,2,219.76,-114.09,Yape
V001772,2025-04-05,Cusco,ropa ,Polo algodon,5,13.66,68.30,Tarjeta
V001493,2025-05-25,Lima Centro,Electronica,Mouse inalambrico,1,285.93,285.93,Plin
V001933,2025-06-07,Miraflores,,Set de bloques,5,220.84,1104.20,Efectivo
V001671,2025-04-22,Miraflores,ropa ,Polo algodon,1,452.42,452.42,Yape
V000299,2025-06-23,Arequipa,hogar,Lampara LED,2,331.04,662.08,Yape
V001472,2025-04-12,Trujillo,ELECTRONICA,Teclado mecanico,1,388.48,388.48,Plin
V001950,2025-05-02,Lima Centro,,Olla antiadherente,1,443.10,443.10,
V000075,2025-05-24,Arequipa,Ropa,Zapatillas urbanas,1,189.05,189.05,Yape
V001484,2025-06-16,Arequipa,Juguetes,Set de bloques,2,118.12,236.24,Transferencia
V000634,2025-04-09,Arequipa,ropa ,Casaca impermeable,1,479.65,479.65,Transferencia
V001705,2025-06-01,Trujillo,ropa ,Zapatillas urbanas,1,257.38,257.38,Efectivo
V000122,2025-04-18,Miraflores,Ropa,Polo algodon,0,248.01,0.00,Plin
V000667,2025-05-12,Arequipa, alimentos,Aceite de oliva,3,425.22,1275.66,Tarjeta
V001523,2025-04-19,Miraflores,hogar,Juego de sabanas,1,326.99,326.99,Plin
V000576,2025-04-04,Cusco,electronica,Monitor 24,2,241.49,482.98,Yape
V000543,2025-06-09,Cusco,Ropa,Jean clasico,1,442.44,442.44,Yape
V000833,2025-05-14,Trujillo,ropa ,Casaca impermeable,1,370.89,370.89,Transferencia
V001039,2025-06-16,Arequipa,HOGAR ,Olla antiadherente,1,369.96,369.96,Tarjeta
V000166,2025-06-18,Cusco,hogar,Organizador,2,360.74,721.48,Yape
V000320,2025-05-19,Arequipa, Electronica ,Teclado mecanico,1,471.30,471.30,Plin
V001020,2025-05-14,Trujillo,Hogar,Juego de sabanas,4,439.68,1758.72,Yape
V001781,2025-05-16,Cusco, alimentos,Cafe molido 500g,5,292.46,1462.30,Yape
V000779,2025-06-05,Cusco, Electronica ,Audifonos BT,2,269.56,539.12,Tarjeta
V001741,2025-06-06,Miraflores,hogar,Organizador,3,214.76,644.28,Transferencia
V000727,2025-05-19,Cusco,Hogar,Olla antiadherente,2,262.56,525.12,Tarjeta
V000290,2025-04-03,Arequipa, alimentos,Cafe molido 500g,4,427.88,1711.52,Yape
V001975,2025-05-11,Trujillo,electronica,Monitor 24,2,353.47,706.94,Plin
V000670,2025-05-27,Lima Centro,Juguetes,Set de bloques,4,91.63,366.52,Yape
V001182,2025-05-17,Cusco,Hogar,Juego de sabanas,4,45.74,182.96,Efectivo
V001946,2025-04-01,Trujillo,Hogar,Organizador,4,20.12,80.48,Yape
V000558,2025-06-28,Arequipa,Juguetes,Peluche mediano,1,204.99,204.99,Plin
V000258,2025-05-05,Miraflores,ALIMENTOS,Aceite de oliva,2,145.67,291.34,Yape
V001046,2025-05-20,Lima Centro,HOGAR ,Olla antiadherente,2,226.16,-19.37,Transferencia
V001141,2025-04-07,Arequipa,Juguetes,Rompecabezas 1000,2,454.88,909.76,Efectivo
V000970,2025-06-02,Cusco, Electronica ,Teclado mecanico,5,459.38,2296.90,Plin
V000703,2025-06-28,Cusco,Ropa,Jean clasico,1,243.91,243.91,Plin
V000839,2025-05-15,Trujillo,Electronica,Teclado mecanico,1,145.19,145.19,Plin
V000495,2025-05-01,Trujillo,electronica,Cargador USB-C,1,437.58,437.58,Yape
V000073,2025-05-23,Lima Centro, alimentos,Miel de abeja,1,21.63,21.63,
V001750,2025-05-12,Lima Centro,Electronica,Cargador USB-C,1,333.72,333.72,Efectivo
V001881,2025-04-22,Miraflores,ROPA,Jean clasico,5,89.23,446.15,Efectivo
V001390,2025-04-19,Trujillo,juguetes,Set de bloques,3,22.13,66.39,Yape
V001661,2025-04-11,Lima Centro,juguetes,Rompecabezas 1000,1,131.24,131.24,Plin
V000904,2025-06-25,Lima Centro,juguetes,Peluche mediano,3,68.07,204.21,Plin
V001918,2025-04-22,Cusco,Electronica,Cargador USB-C,1,252.30,252.30,Plin
V001033,2025-05-12,Miraflores,ALIMENTOS,Aceite de oliva,2,134.05,268.10,
V000103,2025-06-16,Arequipa,juguetes,Peluche mediano,3,324.25,972.75,Efectivo
V001929,2025-06-14,Arequipa, Electronica ,Monitor 24,4,388.81,1555.24,Efectivo
V000756,2025-04-29,Lima Centro,hogar,Organizador,2,241.65,483.30,Tarjeta
V000719,2025-05-12,Arequipa,ELECTRONICA,Teclado mecanico,1,384.15,384.15,Transferencia
V000752,2025-04-17,Arequipa,ropa ,Jean clasico,1,145.34,145.34,Efectivo
V001732,2025-05-04,Arequipa,hogar,Organizador,2,60.93,121.86,Transferencia
V001584,2025-06-18,Lima Centro,ALIMENTOS,Chocolate 70%,2,14.58,29.16,Tarjeta
V000760,2025-05-31,Miraflores,Hogar,Juego de sabanas,1,185.73,185.73,Efectivo
V000659,2025-04-12,Miraflores,ELECTRONICA,Cargador USB-C,3,188.31,564.93,Tarjeta
V001992,2025-06-29,Cusco,ELECTRONICA,Mouse inalambrico,5,134.15,670.75,Tarjeta
V001655,2025-06-25,Cusco,ropa ,Casaca impermeable,2,30.54,61.08,Tarjeta
V000232,2025-05-06,Miraflores,Hogar,Lampara LED,2,457.53,915.06,Plin
V001166,2025-06-19,Trujillo,Hogar,Olla antiadherente,2,151.13,302.26,Efectivo
V000832,2025-04-11,Lima Centro,Juguetes,Rompecabezas 1000,1,285.15,285.15,Tarjeta
V001590,2025-06-28,Lima Centro,hogar,Lampara LED,1,352.72,352.72,Plin
V001282,2025-04-29,Miraflores,Alimentos,Miel de abeja,1,457.39,457.39,Transferencia
V000279,2025-05-26,Miraflores,Juguetes,Rompecabezas 1000,3,288.38,865.14,Tarjeta
V001822,2025-06-26,Trujillo,,Teclado mecanico,5,168.82,844.10,Tarjeta
V000582,2025-06-12,Cusco,HOGAR ,Organizador,2,302.80,605.60,Yape
V000809,2025-05-29,Trujillo,ELECTRONICA,Mouse inalambrico,1,425.84,425.84,Efectivo
V000411,2025-06-28,Trujillo,,Juego de sabanas,1,382.95,382.95,Efectivo
V001005,2025-06-15,Lima Centro,Juguetes,Peluche mediano,1,275.24,275.24,Efectivo
V001598,2025-06-23,Miraflores, alimentos,Miel de abeja,5,175.97,879.85,Efectivo
V001311,2025-06-25,Arequipa,ALIMENTOS,Miel de abeja,3,311.27,933.81,Transferencia
V001800,2025-04-13,Cusco,,Chocolate 70%,1,456.89,456.89,Efectivo
V000174,2025-06-21,Arequipa,hogar,Lampara LED,2,37.32,74.64,Yape
V000111,2025-06-21,Trujillo,electronica,Monitor 24,1,213.90,213.90,Transferencia
V000399,2025-06-10,Trujillo,juguetes,Rompecabezas 1000,1,24.59,24.59,Transferencia
V001839,2025-04-24,Trujillo,juguetes,Peluche mediano,2,235.10,470.20,Tarjeta
V001237,2025-04-28,Miraflores,ELECTRONICA,Audifonos BT,0,284.39,0.00,Tarjeta
V001654,2025-06-24,Cusco,hogar,Lampara LED,5,142.56,712.80,Transferencia
V001306,2025-05-14,Lima Centro,electronica,Audifonos BT,1,420.16,-79.47,Efectivo
V001209,2025-05-29,Trujillo,Juguetes,Rompecabezas 1000,2,13.83,27.66,Plin
V000958,2025-05-20,Arequipa,HOGAR ,Organizador,3,30.79,92.37,Plin
V000224,2025-05-24,Cusco,Juguetes,Peluche mediano,1,325.24,325.24,Tarjeta
V001197,2025-04-21,Cusco,ALIMENTOS,Aceite de oliva,5,365.99,1829.95,Transferencia
V000926,2025-04-06,Lima Centro,HOGAR ,Juego de sabanas,4,290.33,1161.32,Tarjeta
V001901,2025-04-06,Trujillo,,Teclado mecanico,5,232.38,1161.90,Transferencia
V001378,2025-04-28,Lima Centro, alimentos,Miel de abeja,1,394.18,394.18,Yape
V000463,2025-05-24,Trujillo, alimentos,Aceite de oliva,2,342.45,-16.96,Tarjeta
V001870,2025-04-19,Lima Centro,hogar,Organizador,3,79.34,238.02,Efectivo
V000636,2025-04-14,Cusco,Ropa,Polo algodon,1,445.37,445.37,Transferencia
V000790,2025-05-07,Trujillo,HOGAR ,Juego de sabanas,2,32.56,65.12,Plin
V001597,2025-06-16,Miraflores,,Polo algodon,4,166.34,665.36,Efectivo
V001331,2025-05-22,Lima Centro, alimentos,Aceite de oliva,1,59.84,59.84,Transferencia
V000300,2025-04-04,Trujillo,ropa ,Casaca impermeable,2,432.65,865.30,Yape
V001809,2025-05-27,Cusco,ROPA,Casaca impermeable,2,472.24,944.48,Plin
V000424,2025-04-05,Arequipa,ROPA,Casaca impermeable,4,369.41,1477.64,
V001350,2025-04-22,Cusco,ropa ,Jean clasico,3,22.14,66.42,Efectivo
V001470,2025-05-02,Arequipa,hogar,Organizador,2,302.01,604.02,Plin
V000113,2025-04-15,Cusco,ALIMENTOS,Miel de abeja,1,194.80,194.80,Efectivo
V001572,2025-06-21,Cusco,electronica,Mouse inalambrico,1,167.19,167.19,Transferencia
V001609,2025-06-12,Arequipa,juguetes,Set de bloques,4,21.21,84.84,Plin
V001397,2025-05-22,Trujillo,hogar,Lampara LED,1,430.78,430.78,Plin
V001856,2025-06-03,Miraflores,Juguetes,Set de bloques,1,337.87,337.87,Tarjeta
V000269,2025-06-29,Arequipa, alimentos,Chocolate 70%,1,91.12,91.12,Transferencia
V000933,2025-06-06,Miraflores,juguetes,Peluche mediano,1,33.49,33.49,Tarjeta
V000405,2025-04-03,Miraflores,electronica,Teclado mecanico,1,144.69,144.69,Plin
V000221,2025-06-30,Miraflores,Alimentos,Aceite de oliva,1,310.31,-188.09,Plin
V000245,2025-04-10,Lima Centro, Electronica ,Cargador USB-C,1,473.81,473.81,Tarjeta
V001349,2025-05-12,Trujillo,ropa ,Casaca impermeable,1,252.47,252.47,Efectivo
V001861,2025-05-06,Arequipa,ROPA,Polo algodon,1,95.87,95.87,Tarjeta
V000603,2025-04-25,Trujillo,Hogar,Lampara LED,5,188.34,941.70,Yape
V001734,2025-04-23,Trujillo,ropa ,Casaca impermeable,1,209.60,209.60,Transferencia
V000143,2025-06-30,Lima Centro,Electronica,Teclado mecanico,1,221.36,221.36,Yape
V000472,2025-06-24,Arequipa, Electronica ,Mouse inalambrico,1,332.29,332.29,Efectivo
V001766,2025-05-04,Lima Centro,Juguetes,Peluche mediano,4,465.52,1862.08,Tarjeta
V001477,2025-05-27,Arequipa,Ropa,Polo algodon,1,165.54,165.54,Tarjeta
V001038,2025-04-15,Cusco,Alimentos,Aceite de oliva,4,442.80,1771.20,Tarjeta
V000211,2025-04-26,Trujillo,Juguetes,Set de bloques,3,215.79,647.37,Transferencia
V000416,2025-06-19,Miraflores,Juguetes,Set de bloques,5,8.34,41.70,Transferencia
V001176,2025-04-08,Miraflores,juguetes,Rompecabezas 1000,1,283.06,283.06,Efectivo
V001880,2025-05-16,Trujillo,,Juego de sabanas,4,87.66,350.64,Efectivo
V000720,2025-05-12,Miraflores,juguetes,Peluche mediano,2,302.85,605.70,Tarjeta
V000840,2025-04-09,Arequipa,ALIMENTOS,Miel de abeja,1,48.51,48.51,Tarjeta
V001330,2025-05-01,Trujillo,ALIMENTOS,Aceite de oliva,2,404.23,808.46,
V001139,2025-05-19,Lima Centro,hogar,Organizador,2,141.37,282.74,Plin
V001315,2025-04-12,Miraflores,Juguetes,Set de bloques,1,243.19,243.19,Yape
V001593,2025-04-20,Lima Centro, alimentos,Aceite de oliva,1,33.48,33.48,Tarjeta
V000285,2025-06-26,Cusco,Juguetes,Rompecabezas 1000,5,149.06,745.30,Transferencia
V000653,2025-06-10,Arequipa,Juguetes,Set de bloques,1,450.18,450.18,
V000820,2025-04-27,Lima Centro,Juguetes,Rompecabezas 1000,4,47.47,189.88,Tarjeta
V000921,2025-06-12,Lima Centro,Alimentos,Chocolate 70%,3,299.92,899.76,Plin
V001446,2025-05-01,Cusco,ropa ,Zapatillas urbanas,1,458.92,458.92,Efectivo
V001785,2025-05-22,Cusco,Juguetes,Rompecabezas 1000,1,277.93,277.93,Yape
V000836,2025-05-31,Arequipa,Ropa,Jean clasico,1,40.17,40.17,Plin
V001528,2025-05-21,Trujillo,Ropa,Jean clasico,2,164.24,328.48,Efectivo
V001968,2025-04-16,Cusco,electronica,Mouse inalambrico,2,360.66,721.32,Tarjeta
V000408,2025-05-02,Trujillo,hogar,Organizador,1,264.39,264.39,Efectivo
V001080,2025-04-06,Miraflores,,Set de bloques,1,97.14,97.14,Transferencia
V000126,2025-06-10,Lima Centro,ALIMENTOS,Miel de abeja,1,393.57,393.57,Plin
V000135,2025-06-09,Trujillo,Ropa,Polo algodon,5,25.46,127.30,Yape
V000121,2025-05-19,Arequipa,juguetes,Peluche mediano,1,440.70,440.70,Efectivo
V001205,2025-06-20,Cusco,Alimentos,Cafe molido 500g,3,339.26,1017.78,Tarjeta
V001424,2025-06-04,Lima Centro,ROPA,Casaca impermeable,4,454.54,1818.16,Yape
V000282,2025-06-09,Trujillo,ROPA,Casaca impermeable,2,469.17,938.34,Yape
V000396,2025-05-01,Arequipa,Hogar,Organizador,3,361.01,1083.03,Efectivo
V001639,2025-05-28,Cusco,HOGAR ,Organizador,2,15.98,31.96,Tarjeta
V001509,2025-05-18,Cusco,Juguetes,Set de bloques,2,206.83,413.66,Transferencia
V000020,2025-06-02,Miraflores,ROPA,Zapatillas urbanas,1,473.07,473.07,Transferencia
V000729,2025-06-17,Miraflores,Ropa,Casaca impermeable,2,247.50,495.00,Tarjeta
V000568,2025-04-22,Lima Centro, Electronica ,Monitor 24,5,254.70,1273.50,Transferencia
V001160,2025-05-30,Cusco,ropa ,Casaca impermeable,2,344.34,688.68,Transferencia
V000434,2025-04-07,Miraflores,juguetes,Set de bloques,1,215.90,215.90,Efectivo
V001010,2025-05-18,Cusco,Juguetes,Rompecabezas 1000,2,111.02,222.04,Plin
V000550,2025-04-18,Miraflores, Electronica ,Cargador USB-C,4,49.75,199.00,Plin
V000281,2025-04-13,Lima Centro,juguetes,Peluche mediano,5,80.49,402.45,Transferencia
V001014,2025-06-16,Cusco,Electronica,Monitor 24,4,373.36,1493.44,Tarjeta
V001081,2025-05-05,Miraflores,Juguetes,Set de bloques,1,162.56,162.56,Tarjeta
V000171,2025-04-24,Lima Centro,Juguetes,Set de bloques,1,409.70,409.70,Plin
V001336,2025-04-13,Lima Centro, alimentos,Miel de abeja,1,56.43,56.43,Tarjeta
V001689,2025-04-25,Miraflores,Electronica,Monitor 24,4,43.87,175.48,Transferencia
V001281,2025-06-05,Arequipa,Juguetes,Rompecabezas 1000,2,388.52,777.04,Yape
V000389,2025-05-06,Trujillo,HOGAR ,Organizador,3,180.72,542.16,Yape
V000134,2025-06-01,Miraflores,ropa ,Polo algodon,3,70.97,212.91,Plin
V000486,2025-05-26,Cusco,hogar,Juego de sabanas,2,416.60,833.20,Plin
V001691,2025-06-08,Miraflores,ropa ,Casaca impermeable,1,456.29,456.29,Efectivo
V000510,2025-04-18,Lima Centro,electronica,Monitor 24,2,149.07,298.14,Plin
V000024,2025-06-04,Arequipa,HOGAR ,Organizador,3,446.50,-190.14,Efectivo
V001337,2025-05-01,Cusco,hogar,Juego de sabanas,4,64.77,259.08,Efectivo
V001860,2025-04-14,Cusco,Electronica,Monitor 24,5,477.03,2385.15,
V001517,2025-05-03,Cusco,Juguetes,Rompecabezas 1000,4,21.10,84.40,Transferencia
V000473,2025-06-25,Lima Centro,electronica,Cargador USB-C,2,309.54,619.08,Yape
V000712,2025-05-18,Lima Centro,juguetes,Set de bloques,1,337.48,337.48,Transferencia
V000825,2025-05-25,Trujillo,Hogar,Juego de sabanas,1,36.32,36.32,Efectivo
V001514,2025-05-14,Arequipa,Ropa,Casaca impermeable,3,129.82,389.46,Tarjeta
V000528,2025-04-06,Lima Centro,Ropa,Jean clasico,4,281.51,1126.04,Efectivo
V001129,2025-06-07,Trujillo,Juguetes,Set de bloques,1,466.26,466.26,Efectivo
V000803,2025-06-21,Miraflores,Hogar,Lampara LED,2,147.88,295.76,Tarjeta
V001954,2025-05-30,Arequipa,Alimentos,Aceite de oliva,2,348.96,697.92,Tarjeta
V001986,2025-04-24,Trujillo,ROPA,Casaca impermeable,1,21.90,21.90,Tarjeta
V001320,2025-06-30,Miraflores,Ropa,Polo algodon,3,87.48,262.44,Efectivo
V001445,2025-06-12,Cusco,Ropa,Zapatillas urbanas,2,444.98,889.96,Tarjeta
V000363,2025-04-15,Trujillo,Hogar,Olla antiadherente,1,96.22,96.22,Plin
V000099,2025-04-19,Lima Centro, Electronica ,Monitor 24,4,209.20,836.80,Efectivo
V000426,2025-05-03,Arequipa,juguetes,Peluche mediano,1,52.50,52.50,Transferencia
V000080,2025-04-05,Cusco,juguetes,Peluche mediano,4,314.72,1258.88,Plin
V000674,2025-05-25,Lima Centro,juguetes,Rompecabezas 1000,2,98.55,197.10,
V000560,2025-04-14,Lima Centro,Ropa,Casaca impermeable,1,208.51,208.51,Plin
V001203,2025-06-21,Trujillo,Alimentos,Cafe molido 500g,1,111.37,111.37,Yape
V000771,2025-05-05,Miraflores,Alimentos,Miel de abeja,1,453.92,453.92,Efectivo
V001821,2025-04-02,Lima Centro,juguetes,Rompecabezas 1000,2,54.50,109.00,Yape
V000631,2025-05-14,Cusco,Alimentos,Cafe molido 500g,1,143.94,143.94,Transferencia
V001774,2025-06-12,Lima Centro, Electronica ,Mouse inalambrico,5,232.58,1162.90,Yape
V000893,2025-06-24,Miraflores,Hogar,Lampara LED,5,61.22,306.10,Plin
V000605,2025-05-03,Lima Centro,ELECTRONICA,Audifonos BT,5,70.87,354.35,Plin
V000482,2025-06-16,Trujillo,juguetes,Set de bloques,3,270.00,810.00,Efectivo
V000580,2025-06-25,Arequipa,Juguetes,Set de bloques,3,278.24,834.72,Transferencia
V000304,2025-06-27,Trujillo, alimentos,Cafe molido 500g,5,33.34,166.70,Tarjeta
V000151,2025-04-19,Arequipa,ROPA,Zapatillas urbanas,2,222.07,444.14,Tarjeta
V001912,2025-06-18,Trujillo,Electronica,Teclado mecanico,3,150.77,452.31,Yape
V001791,2025-05-29,Cusco,ELECTRONICA,Cargador USB-C,1,189.48,189.48,Plin
V000403,2025-04-29,Arequipa,ELECTRONICA,Cargador USB-C,3,97.01,291.03,Plin
V001352,2025-04-19,Cusco,hogar,Organizador,1,383.09,383.09,Efectivo
V000804,2025-06-20,Cusco,Hogar,Olla antiadherente,2,420.24,840.48,Efectivo
V001110,2025-06-03,Miraflores,Hogar,Lampara LED,4,322.81,1291.24,Plin
V001746,2025-06-13,Miraflores,Ropa,Zapatillas urbanas,1,137.85,137.85,Transferencia
V001288,2025-04-11,Lima Centro,hogar,Lampara LED,3,322.38,967.14,Efectivo
V000685,2025-05-30,Cusco,Electronica,Monitor 24,3,100.23,300.69,Plin
V000894,2025-05-19,Lima Centro,hogar,Organizador,1,123.34,123.34,Efectivo
V001871,2025-05-11,Miraflores,Juguetes,Set de bloques,1,219.72,-175.61,Transferencia
V000768,2025-06-28,Arequipa,ropa ,Jean clasico,1,454.61,454.61,Tarjeta
V000967,2025-06-20,Cusco,Ropa,Polo algodon,4,39.75,159.00,Yape
V001223,2025-04-27,Cusco,electronica,Cargador USB-C,1,241.74,241.74,Plin
V001226,2025-06-15,Cusco,ALIMENTOS,Cafe molido 500g,5,158.87,794.35,Efectivo
V001594,2025-04-09,Trujillo,HOGAR ,Juego de sabanas,2,139.57,279.14,Transferencia
V000294,2025-05-01,Arequipa, alimentos,Cafe molido 500g,3,340.59,1021.77,Efectivo
V000676,2025-05-25,Lima Centro,HOGAR ,Organizador,5,157.27,786.35,Tarjeta
V001760,2025-05-22,Arequipa,juguetes,Peluche mediano,2,287.41,574.82,Efectivo
V001715,2025-04-05,Miraflores,Hogar,Juego de sabanas,1,320.88,320.88,Tarjeta
V000332,2025-06-29,Cusco,hogar,Organizador,3,466.07,1398.21,Transferencia
V000230,2025-06-30,Cusco,Hogar,Lampara LED,1,215.24,215.24,Transferencia
V001305,2025-06-09,Cusco,hogar,Lampara LED,4,84.40,337.60,Yape
V000924,2025-05-13,Lima Centro,Juguetes,Peluche mediano,1,283.07,283.07,Plin
V001090,2025-04-02,Arequipa, alimentos,Cafe molido 500g,1,439.21,439.21,Tarjeta
V001558,2025-04-30,Trujillo,ROPA,Zapatillas urbanas,1,471.06,471.06,Efectivo
V001519,2025-05-05,Trujillo,ALIMENTOS,Aceite de oliva,2,420.82,841.64,Efectivo
V001408,2025-06-21,Trujillo,Alimentos,Cafe molido 500g,3,116.04,348.12,Transferencia
V001448,2025-04-03,Cusco,hogar,Organizador,1,238.86,238.86,Plin
V001104,2025-05-21,Cusco,ELECTRONICA,Audifonos BT,4,74.22,296.88,Tarjeta
V001618,2025-04-23,Trujillo,Juguetes,Set de bloques,1,440.42,440.42,Yape
V000161,2025-06-29,Lima Centro,juguetes,Rompecabezas 1000,1,283.42,283.42,Tarjeta
V001806,2025-05-10,Trujillo, alimentos,Cafe molido 500g,1,301.60,-154.77,Tarjeta
V000487,2025-06-25,Miraflores,ROPA,Casaca impermeable,5,73.64,368.20,Tarjeta
V001516,2025-04-18,Arequipa,ROPA,Casaca impermeable,2,93.45,186.90,Plin
V001118,2025-05-21,Cusco,HOGAR ,Juego de sabanas,1,97.58,97.58,Transferencia
V001148,2025-06-12,Arequipa,ropa ,Jean clasico,1,453.33,453.33,Transferencia
V001379,2025-06-02,Trujillo,ropa ,Casaca impermeable,2,431.62,863.24,Plin
V001976,2025-05-22,Cusco, Electronica ,Cargador USB-C,1,366.00,366.00,Yape
V000506,2025-06-25,Trujillo, Electronica ,Audifonos BT,1,277.67,277.67,Efectivo
V001123,2025-05-01,Arequipa,ROPA,Zapatillas urbanas,4,360.49,1441.96,Yape
V001267,2025-04-09,Trujillo,ropa ,Jean clasico,2,226.26,452.52,Transferencia
V001823,2025-05-24,Lima Centro,Juguetes,Peluche mediano,1,230.63,230.63,Plin
V001497,2025-06-09,Miraflores,ELECTRONICA,Monitor 24,1,83.43,83.43,Plin
V000297,2025-05-10,Arequipa,Juguetes,Rompecabezas 1000,1,231.77,231.77,Transferencia
V001366,2025-04-28,Miraflores,Juguetes,Peluche mediano,1,325.98,325.98,Yape
V001751,2025-05-19,Trujillo,ROPA,Jean clasico,2,345.31,690.62,Transferencia
V001568,2025-04-13,Trujillo,Electronica,Audifonos BT,5,304.86,-297.13,Efectivo
V000348,2025-05-27,Trujillo,juguetes,Rompecabezas 1000,1,176.83,176.83,Yape
V000565,2025-06-30,Arequipa,Juguetes,Rompecabezas 1000,4,61.26,245.04,Plin
V001055,2025-06-12,Lima Centro,Electronica,Mouse inalambrico,2,153.99,307.98,Yape
V000785,2025-06-24,Arequipa,Hogar,Juego de sabanas,1,211.34,211.34,
V000650,2025-06-30,Cusco, alimentos,Miel de abeja,5,353.37,1766.85,Plin
V000781,2025-06-05,Arequipa,Juguetes,Rompecabezas 1000,5,463.31,2316.55,Yape
V001537,2025-06-26,Trujillo, alimentos,Miel de abeja,4,187.08,-253.97,Transferencia
V000418,2025-04-05,Cusco,Electronica,Cargador USB-C,1,28.66,28.66,Plin
V000717,2025-06-16,Lima Centro,Electronica,Cargador USB-C,2,216.65,433.30,Yape
V000706,2025-04-30,Arequipa,Ropa,Polo algodon,1,23.13,23.13,Plin
V000716,2025-04-23,Miraflores,Ropa,Jean clasico,1,260.36,260.36,Tarjeta
V000595,2025-06-20,Arequipa,Alimentos,Cafe molido 500g,4,445.78,1783.12,Tarjeta
V001762,2025-05-05,Miraflores,hogar,Juego de sabanas,2,400.31,800.62,Plin
V001380,2025-04-01,Cusco,Alimentos,Aceite de oliva,2,472.41,944.82,Yape
V000347,2025-06-19,Lima Centro,hogar,Organizador,4,220.93,883.72,
V001695,2025-04-23,Lima Centro,Electronica,Cargador USB-C,4,349.83,1399.32,Plin
V000683,2025-06-23,Arequipa,Alimentos,Miel de abeja,5,95.76,478.80,Plin
V001757,2025-06-21,Arequipa,electronica,Audifonos BT,1,302.27,302.27,Tarjeta
V000737,2025-05-19,Cusco, alimentos,Cafe molido 500g,2,421.47,842.94,Transferencia
V000445,2025-04-30,Cusco,HOGAR ,Olla antiadherente,2,58.40,116.80,Transferencia
V000404,2025-05-23,Miraflores,electronica,Monitor 24,2,251.84,503.68,Transferencia
V001995,2025-05-07,Cusco,Electronica,Teclado mecanico,1,82.08,82.08,Efectivo
V001031,2025-04-28,Trujillo,ropa ,Jean clasico,2,298.55,597.10,Yape
V001700,2025-06-10,Miraflores,Hogar,Juego de sabanas,3,390.14,1170.42,Efectivo
V001241,2025-05-26,Cusco,ropa ,Zapatillas urbanas,4,312.93,1251.72,Plin
V001685,2025-04-03,Trujillo,Alimentos,Aceite de oliva,2,95.31,190.62,Yape
V000164,2025-06-02,Arequipa,juguetes,Set de bloques,2,459.86,919.72,Tarjeta
V000907,2025-04-01,Miraflores,ROPA,Casaca impermeable,2,304.53,609.06,Tarjeta
V000715,2025-06-17,Lima Centro,juguetes,Peluche mediano,2,344.81,689.62,Tarjeta
V000596,2025-04-13,Miraflores,ALIMENTOS,Cafe molido 500g,2,416.96,833.92,Yape
V001600,2025-04-20,Cusco,juguetes,Peluche mediano,2,64.32,128.64,Plin
V000916,2025-04-23,Trujillo, alimentos,Miel de abeja,3,366.68,1100.04,Efectivo
V000256,2025-04-12,Lima Centro,Hogar,Juego de sabanas,2,258.07,516.14,Tarjeta
V001896,2025-05-01,Arequipa,hogar,Olla antiadherente,3,303.39,910.17,Plin
V000896,2025-06-27,Miraflores,juguetes,Peluche mediano,3,401.73,1205.19,Efectivo
V000802,2025-06-30,Cusco,Juguetes,Set de bloques,2,94.88,189.76,Transferencia
V001438,2025-06-21,Trujillo,hogar,Organizador,4,284.80,1139.20,Tarjeta
V000273,2025-06-11,Cusco,hogar,Olla antiadherente,1,353.67,353.67,Tarjeta
V001301,2025-04-29,Trujillo,hogar,Lampara LED,1,393.50,393.50,Transferencia
V000308,2025-04-14,Trujillo,HOGAR ,Juego de sabanas,3,365.23,-11.20,Yape
V000889,2025-06-25,Trujillo,ALIMENTOS,Chocolate 70%,2,88.35,176.70,Tarjeta
V001175,2025-04-02,Arequipa,Ropa,Polo algodon,2,43.12,86.24,
V000635,2025-06-11,Arequipa,ALIMENTOS,Cafe molido 500g,2,64.96,129.92,Efectivo
V001920,2025-06-15,Lima Centro,Juguetes,Set de bloques,1,310.83,310.83,Efectivo
V001172,2025-04-26,Trujillo,Electronica,Mouse inalambrico,5,319.24,-262.89,Efectivo
V001708,2025-04-20,Trujillo,Juguetes,Peluche mediano,2,263.36,526.72,Efectivo
V001269,2025-06-16,Arequipa,hogar,Organizador,2,255.08,510.16,Efectivo
V000807,2025-05-26,Arequipa,juguetes,Rompecabezas 1000,5,112.14,560.70,Tarjeta
V001064,2025-05-09,Cusco,ROPA,Casaca impermeable,1,368.07,368.07,Plin
V000162,2025-04-08,Miraflores,ROPA,Polo algodon,5,156.06,780.30,Transferencia
V001066,2025-05-16,Arequipa,juguetes,Set de bloques,2,115.96,231.92,Yape
V000783,2025-04-05,Trujillo,hogar,Olla antiadherente,1,356.35,356.35,Transferencia
V001130,2025-05-13,Lima Centro,,Casaca impermeable,2,470.46,940.92,Plin
V001252,2025-04-30,Miraflores, alimentos,Aceite de oliva,1,428.70,-107.91,Yape
V001773,2025-06-14,Lima Centro,HOGAR ,Olla antiadherente,4,429.62,1718.48,Plin
